Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Deaths_Delta,Confirmed_Delta,Date,Number
1898951,32780,,,15183.751319717125,1.7262162109501509,93,3789,2021-11-16,319
1901557,32877,,,15204.588537707048,1.7289515907227604,97,2606,2021-11-17,320
1904523,32973,,,15228.304266240477,1.731299648258383,96,2966,2021-11-18,321
1908585,33067,,,15260.78346020635,1.73254007550096,94,4062,2021-11-19,322
1911956,33162,,,15287.73751310122,1.7344541401580371,95,3371,2021-11-20,323
1915195,33255,,,15313.636112130142,1.736376713598354,93,3239,2021-11-21,324
1918633,33352,,,15341.125887820606,1.738320981657253,97,3438,2021-11-22,325
1921419,33446,,,15363.402361082282,1.7406926859784355,94,2786,2021-11-23,326
1924168,33542,,,15385.382987426983,1.743194980895639,96,2749,2021-11-24,327
1926701,33635,,,15405.636507445588,1.7457301366428937,93,2533,2021-11-25,328
1930050,33727,,,15432.414651362798,1.7474676821843993,92,3349,2021-11-26,329
1933979,33821,,,15463.8303956001,1.7487780374037154,94,3929,2021-11-27,330
1937409,33917,,,15491.2562043896,1.7506370621794365,96,3430,2021-11-28,331
1940495,34012,,,15515.931436437531,1.7527486543381972,95,3086,2021-11-29,332
1943929,34105,,,15543.389228677515,1.7544365046254262,93,3434,2021-11-30,333
1946717,34202,,,15565.681693664432,1.7569066279279422,97,2788,2021-12-01,334
1949474,34296,,,15587.7262869101,1.7592437755004684,94,2757,2021-12-02,335
1953279,34388,,,15618.150544182416,1.7605267859839788,92,3805,2021-12-03,336
1956583,34483,,,15644.568874281693,1.7624092614522358,95,3304,2021-12-04,337
1959939,34576,,,15671.402989237253,1.764136536902424,93,3356,2021-12-05,338
1963240,34668,,,15697.79733174866,1.7658564413927995,92,3301,2021-12-06,339
1966374,34759,,,15722.85636520239,1.7676698329005571,91,3134,2021-12-07,340
1968947,34853,,,15743.429719725826,1.7701339853231195,94,2573,2021-12-08,341
1971951,34943,,,15767.449291038844,1.7720014341127135,90,3004,2021-12-09,342
